artista,oyentes,reproducciones,bio_resumen,pais
Engenheiros Do Hawaii,420080,28213288,"Engenheiros do Hawaii (""Engineers from/of Hawaii"", a.k.a. Engenheiros) is a Brazilian rock band formed in 1985 in the city of Porto Alegre. Their style crosses a variety of genres including progressive rock, alternative rock, folk rock, new wave, post-punk and pop rock.

They achieved great popularity with their ironic, critically charged songs with heavily semantic lyrics often relying on wordplays. The last formation includes: Humberto Gessinger (Guitar <a href=""https://www.last.fm/music/Engenheiros+Do+Hawaii"">Read more on Last.fm</a>",Brazil
Foo Fighters,6179334,351113330,"Foo Fighters is an American rock band formed in Seattle in 1994. Foo Fighters was initially formed as a one-man project by former Nirvana drummer Dave Grohl. Following the success of the eponymous debut album, Grohl (lead vocals, guitar) recruited a band consisting of Nate Mendel (bass guitar), William Goldsmith (drums), and Pat Smear (guitar). After a succession of lineup changes, including the departures of Goldsmith and Smear, the band formed its core lineup in 1999 consisting of Grohl <a href=""https://www.last.fm/music/Foo+Fighters"">Read more on Last.fm</a>",United States
Inspector,132903,2250608,"There are 2 bands with this name:

1. Mexican ska revival ensemble Inspector comprises singer Javier Sánchez aka Big Javi, drummer David Martínez aka Tribi, bassist Arnoldo Ortega aka Lolo, sax players Jaime González aka Jimmy and Jesús Arriaga aka Padrino, guitarist Alejandro Ortega aka Güero, keyboardist Homero Ontiveros aka Marango and trumpeter Jesús Lemo. The band debuted in 1995 with the independently produced Misión Ska, featuring five original songs. <a href=""https://www.last.fm/music/Inspector"">Read more on Last.fm</a>",Mexico
Counting Crows,2967681,58607068,"Counting Crows is an American rock band originating from Berkeley, California. Formed in 1991, the group gained fame in 1993 following the release of their debut album, titled 'August and Everything After', when track ""Mr. Jones"" became a big hit. Known for their melancholic yet melodic songwriting, the band started when singer Adam Duritz (previously of The Himalayans and Sordid Humor) teamed up with guitarist David Bryson (local producer and former member of the band Mr. <a href=""https://www.last.fm/music/Counting+Crows"">Read more on Last.fm</a>",United States
Lordi,571554,18099456,"Lordi is a Finnish hard rock band, formed in 1992 by the band's lead singer, songwriter and costume maker, Mr Lordi (Tomi Petteri Putaansuu). In addition to their melodic metal music, Lordi are also known for wearing monster masks and using horror elements with pyrotechnics during concerts and music videos. The band rose to fame in 2002 with their hit single ""Would You Love a Monsterman?"", and won the Eurovision Song Contest 2006 with their song ""Hard Rock Hallelujah"". <a href=""https://www.last.fm/music/Lordi"">Read more on Last.fm</a>",
R.E.M.,4240439,151310064,"R.E.M. was an American alternative rock band from Athens, Georgia, formed in 1980 by drummer Bill Berry, guitarist  Peter Buck, bassist/backing vocalist  Mike Mills, and lead vocalist  Michael Stipe. One of the first alternative rock bands, R.E.M. was noted for Buck's ringing, arpeggiated guitar style, Stipe's distinctive vocal quality and obscure lyrics, Mills's melodic bass lines and backing vocals, and Berry's tight, economical style of drumming.  <a href=""https://www.last.fm/music/R.E.M."">Read more on Last.fm</a>",United States
The Goo Goo Dolls,2425904,47053654,"The Goo Goo Dolls are an alternative rock band that formed in 1986 in Buffalo, New York. They are perhaps most famous for the hit ""Iris,"" featured on the soundtrack to the 1998 film City of Angels. Currently, the band consists of three members:

    * Johnny Rzeznik - Vocals, guitar (Founding member)
    * Robby Takac - Vocals, bass (Founding member)
    * Mike Malinin - Drums (Hired in 1995, made official member in 1998)

Founded in Buffalo, New York <a href=""https://www.last.fm/music/+noredirect/The+Goo+Goo+Dolls"">Read more on Last.fm</a>",
Pixies,4124392,207487202,"Pixies is an American alternative rock band which formed in Boston, Massachusetts, United States in 1986. The band consists of Charles (Black Francis) Thompson IV (vocals, guitar; also known as ''Frank Black''), Joey Santiago (lead guitar),   David Lovering (drums) and Emma Richardson (bass, vocals). Until 2013, the band also featured  Kim Deal on bass and vocals. From 2016 until 2024 the band also featured Paz Lechantin on bass and vocals.   The band officially split in 1993  and reunited in 2004. <a href=""https://www.last.fm/music/Pixies"">Read more on Last.fm</a>",United States
Orleans,259263,1643448,"Orleans is an American pop-rock band best known for its hits Dance With Me (1975), Still the One (1976), and Love Takes Time (1979). Orleans began as a trio in 1972 in Woodstock NY. Guitarist John Hall, drummer Wells Kelly and multi-instrumentalist Larry Hoppen played tirelessly all over the Northeast and up / down the Eastern “corridor” for nine months, then added Lance Hoppen (Larry’s brother) fresh out of high school on bass to form the quartet that would record its debut LP in 1973 at the legendary Muscle Shoals Studio in Alabama.  <a href=""https://www.last.fm/music/Orleans"">Read more on Last.fm</a>",United States
Miguel Ríos,38565,286237,"Ríos was born in La Cartuja, a neighborhood of Granada. The youngest of seven children, he went to work in a local bar at the age of fifteen after little formal education. His interest in rock and roll led him to participate in a song contest at Cenicienta 60 radio station, in which he and his friends won a prize for singing the Paul Anka song ""You Are My Destiny"".

With his mother's permission (his father died a few months earlier), he moved to Madrid in 1961 at the age of sixteen, where he recorded his first four songs. <a href=""https://www.last.fm/music/+noredirect/Miguel+R%C3%ADos"">Read more on Last.fm</a>",
Turf,80736,1187400,"Turf is a rock band from Argentina. It was formed in December 1995 & since then they been playing all around in Buenos Aires. 

Their first album was edited in August 1997 and it was called ""Una pila de vida"". In this album Charly García participated in the song ""Despiole generacional"". In that year they played with Los Ratones Paranoicos in the festival Buenos Aires Vivo. The two promo songs for this album were ""Casanova"" y ""Crónica Te Ve"".

In 1998 they played supporting The Rolling Stones in their concert in River Plate Stadium <a href=""https://www.last.fm/music/Turf"">Read more on Last.fm</a>",
The Beautiful Girls,381378,4583319,"The Beautiful Girls are an Australian band from the New South Wales coast composed of Mat McHugh on vocals and guitar, Paulie B on bass and Bruce Braybrooke on drums.

TBG have released five full length albums: Learn Yourself, We're Already Gone, Ziggurats, Spooks and Dancehall Days; as well as one EP, Morning Sun, TBG have an eclectic style of their own, with smatterings of rock, acoustic, reggae, pop and folk all through their music. Many people find elements of artists such as Ben Harper <a href=""https://www.last.fm/music/The+Beautiful+Girls"">Read more on Last.fm</a>",Australia
Serani Poji,310754,6223318,"Serani Poji (セラニポージ) is a Japanese pop group, describing themselves as ""made from happiness, miracle, mysterious, cake, strawberry, candy, funny, sweet drink, twinkle-star, perfume, teenage, youth, love, lover, milk tea, cafe au lait...and many many wonderful thing!""

Serani Poji was originally created in 1999 to provide songs for the Sega game ROOMMANIA＃203, in which ""Serani Poji"" is the name of a fictional pop singer. Tomoko Sasaki (ササキトモコ) handles composition, keyboards, and lyrics. <a href=""https://www.last.fm/music/Serani+Poji"">Read more on Last.fm</a>",Japan
Mägo de Oz,288240,13345164,"Mägo de Oz is a Folk Metal band from Madrid, Spain, formed in 1989 by drummer Txus. It was one of the earliest bands to perform Folk metal, combining celtic and Spanish folk music with heavy/power metal since their first releases. Their lyrics (always written in Spanish) combine supernatural stories and drinking escapades with a biting satire.

In 1992, the band became a finalist in the ""Villa de Madrid"" contest. They achieved great success in their country, and became Revelation Rock band in various media in 1995. <a href=""https://www.last.fm/music/+noredirect/M%C3%A4go+de+Oz"">Read more on Last.fm</a>",Spain
Aerosmith,4584189,127044499,"Aerosmith is an American rock band formed in Boston, Massachusetts, in 1970. The group consists of lead vocalist Steven Tyler, bassist Tom Hamilton, drummer Joey Kramer, and guitarists Joe Perry and Brad Whitford. Their musical style is primarily rooted in blues-based hard rock and also incorporates elements of pop rock, heavy metal, glam metal, and rhythm and blues. The band’s primary songwriting partnership between Tyler and Perry is often referred to as the Toxic Twins. <a href=""https://www.last.fm/music/Aerosmith"">Read more on Last.fm</a>",United States
Ben Harper,1549561,30771181,"Ben Harper (born in Pomona, CA, on 28 October 1969) is an American  Grammy-winning singer and songwriter. As well as solo albums, he has recorded as Ben Harper and Tom Freund, Ben Harper & The Innocent Criminals, Ben Harper And The Blind Boys Of Alabama, Ben Harper and Relentless7, Ben Harper & Charlie Musselwhite, and Ben & Ellen Harper. 

Harper grew up listening to blues, folk, soul, RnB, and reggae. Harper's blend of groove-laden funky soul and <a href=""https://www.last.fm/music/Ben+Harper"">Read more on Last.fm</a>",United States
Coti,197262,1601090,"1)Coti:
Argentinian singer & songwriter which has composed many great songs, like ""Color Esperanza"", the song that made Diego Torres a big star.  His 2005 collaboration with Latin singers Paulina Rubio and Julieta Venegas produced the international smash hit ""Nada Fue Un Error""  (which approximately means ""None of it was a Mistake"").

2)Coti:
Costantino Luca Rolando Kiriakos, born in Milan, Italy in 1966, moved to Greece at the age of 6, where, since the mid-eighties, better known simply as Coti (or Coti K. <a href=""https://www.last.fm/music/Coti"">Read more on Last.fm</a>",
Thanya Paredes Aymara,197,1677,biografia no encontrada,
Jóvenes Pordioseros,15400,142376,"Los Jóvenes Pordioseros es una banda que se formó inicialmente en el barrio de Lugano, en 1993. Sus primeros integrantes tenían en ese momento entre 15 y 16 años y estaban dando sus primeros pasos en la música. Ni siquiera contaban con instrumentos propios, por lo que los ensayos dependían de conseguirlos prestados. Ese año debutan en el Teatro Arpegios, y siguen por Arlequines, el Manicomio, el Circo, varios pubs y reuniones.
La influencia musical se basó en el rock and roll, y como exponentes principales los Rolling Stones. <a href=""https://www.last.fm/music/+noredirect/J%C3%B3venes+Pordioseros"">Read more on Last.fm</a>",
